gene_id,SRR22458540,SRR22458547,SRR7780828,SRR7780898,SRR7819748,SRR7819792,SRR7819798,SRR7819835,SRR7819862,SRR7819901,SRR7819906,SRR7819938
MMP7,34,0,1013,692,4571,345,627,0,347,1083,416,9080
DYNC2H1,774,677,19168,11978,2496,1774,1431,988,1773,2704,2078,1177
TMEM123,456,914,896,610,25093,7562,7734,2750,11446,10405,10088,14532
BIRC3,20,25,2448,1488,1048,2005,1175,151,1309,1687,938,794
BIRC2,289,323,2767,1746,2388,2261,1988,2221,4368,1659,2988,4213
CFAP300,49,42,1052,623,401,223,229,234,822,249,379,217
YAP1,905,642,1015,558,4753,4439,5519,4215,6192,8035,4207,4862
CEP126,32,20,6973,4107,365,98,102,24,248,163,115,30
ANGPTL5,6,0,1833,1055,106,12,27,0,27,35,28,15
TRPC6,34,28,3750,2227,0,79,38,105,213,97,158,94
ZZEF1,588,798,9123,5175,3703,4160,2647,2541,2351,3265,3578,2472
ANKFY1,1378,1172,3694,2137,12491,8184,6551,5596,7115,10523,8283,6842
CYB5D2,73,111,879,397,1256,1243,1293,1346,1493,2542,1248,1420
UBE2G1,223,228,879,533,2104,1966,2896,1442,3723,4896,2068,2537
GGT6,115,281,1800,846,1594,2046,1901,62,3221,2516,1329,3654
SPNS2,73,26,51,39,88,877,1518,337,1650,856,2306,1228
MYBBP1A,575,898,5337,2472,10404,5461,6499,4457,6995,7223,4717,9202
SMTNL2,42,108,1163,585,1043,558,540,67,2121,1535,779,562
MED31,42,68,528,281,1468,741,1254,1097,2041,2945,1315,1292
TXNDC17,132,139,0,6,2375,1463,2635,3370,6164,5584,3884,5928
KIAA0753,241,299,2470,1262,3577,1990,2227,1144,2681,5217,2556,2511
AIPL1,5,0,1114,615,15,0,19,0,41,27,0,13
PITPNM3,187,109,3350,1618,17308,1632,1762,0,2549,4324,2026,1915
PIMREG,22,20,627,271,85,22,199,52,454,113,41,134
WSCD1,52,24,2324,1010,20,1271,390,406,530,1385,2456,336
MIR8870,0,2,1,0,0,5,1,0,3,13,5,0
MIR8870,0,1,0,0,0,1,0,0,1,1,1,0
MIS12,43,84,248,126,344,473,882,335,1528,417,720,1188
NLRP1,55,38,4652,2261,273,554,424,680,456,871,493,696
DERL2,72,148,932,546,1256,1086,1900,1808,2823,5228,2164,3572
DHX33,213,223,1678,1013,2066,2055,1918,1125,1949,1784,1781,1962
RPAIN,41,56,1200,628,845,569,860,1110,1172,2388,1183,777
C1QBP,154,288,937,439,4420,2261,4173,4893,8296,4784,4042,4368
NUP88,166,270,2851,1393,2740,2138,2631,2208,3645,3471,2317,2603
RABEP1,374,173,2960,1753,1362,1866,1243,5285,2526,1952,4629,2447
ZFP3,246,179,2658,1573,1863,1256,984,622,914,2770,1477,1222
SCIMP,23,28,927,546,182,859,299,684,624,382,560,308
INCA1,7,10,492,233,258,126,128,118,141,638,101,101
KIF1C,855,640,4164,2018,8997,6460,8404,10200,7887,10128,10207,10285
ENO3,38,50,1514,774,418,318,474,831,4647,1378,652,212
CAMTA2,172,105,3555,1732,2468,2109,1961,2810,1874,2138,2868,1562
SPAG7,174,219,815,307,3544,2052,2924,4406,6281,10572,4987,3471
RNF167,230,216,686,424,6543,3894,4909,4819,7303,8303,6805,5174
SLC25A11,162,282,1125,528,3353,2102,3216,6962,4149,4618,3149,2814
PFN1,425,490,146,72,10106,7565,16759,14408,21771,28248,9590,14468
GP1BA,17,12,7,18,148,87,12,5,29,30,62,40
PLD2,245,346,2501,1285,4279,3574,5549,2013,4547,5226,4487,3556
CHRNE,71,87,2478,1288,2446,971,1169,670,1961,2144,1515,622
MINK1,448,347,3535,1786,5824,5620,5319,4284,5081,6719,7385,7638
PSMB6,226,326,671,354,5138,2906,5165,5811,7571,7681,5688,7665
GLTPD2,0,5,2498,1034,64,134,372,0,58,113,19,34
VMO1,11,6,1265,646,149,300,1449,55,126,302,100,156
TM4SF5,0,0,434,233,9,0,3,2,0,2,0,0
ZMYND15,0,0,2768,1416,470,54,92,36,140,113,99,21
CXCL16,76,105,1429,736,12883,3648,11334,1799,6832,7657,3317,4135
MED11,49,87,732,440,1491,776,1693,2090,2278,7310,2252,1508
ARRB2,26,42,1034,549,579,772,927,1603,1341,1888,1438,677
PELP1,94,132,3056,1403,3084,1381,1723,1681,1473,3565,1355,1046
ALOX15,184,103,1829,838,56,443,82,505,1174,881,862,100
C5H17orf49,123,200,1049,490,2943,2130,3659,3777,4794,13767,4412,2411
MIR195,1,1,20,6,0,0,0,0,1,0,1,0
MIR195,1,1,2,1,0,0,0,0,1,0,1,0
ALOX12,138,25,2068,1028,174,71,17,0,42,106,53,1903
RNASEK,82,82,590,318,2142,2089,3096,3196,3326,7571,3605,3866
BCL6B,95,107,1532,838,85,740,868,225,1873,1087,2389,517
SLC16A11,15,10,1919,959,348,703,1061,0,1150,9097,1993,426
SLC16A13,135,111,1633,753,1348,1738,2005,1139,2441,7858,2883,3310
ASGR2,6,0,608,389,84,124,62,27,325,1010,219,112
PHF23,123,161,1554,797,1618,1175,2022,1805,3314,4414,2878,2371
GABARAP,466,707,458,224,17469,12860,20329,35749,30568,76477,30143,23069
DLG4,34,26,1533,705,110,335,637,184,526,736,668,289
DVL2,98,146,2603,1297,1592,752,889,875,1477,1062,1249,706
ACADVL,854,1068,2328,1145,10516,7046,7859,19111,11220,23894,16846,13289
MIR324,2,1,148,73,9,11,7,7,21,24,15,16
MIR324,1,1,1,1,1,1,1,1,1,2,2,1
CLDN7,9,181,767,366,5460,1882,6441,22,4866,10634,3082,1026
YBX2,14,32,893,506,1030,464,622,874,1109,2678,1615,496
SLC2A4,73,24,2120,1066,421,224,268,5456,494,419,916,139
CTDNEP1,73,108,607,345,2757,2523,3706,2864,3593,9840,2793,2577
ELP5,134,132,1001,483,2245,1501,1697,1848,3048,7144,2594,1424
TMEM95,2,0,21,13,6,5,0,0,0,0,0,9
KCTD11,67,71,46,49,419,457,453,720,546,138,548,1233
ACAP1,105,86,2143,1086,2162,2413,1739,940,2063,13186,2899,1248
EIF5A,550,743,625,351,6655,5370,8841,6848,10145,14418,5153,10863
GPS2,60,66,1364,687,1663,993,1340,1314,2246,4194,2228,1137
NEURL4,218,209,3209,1690,3323,1994,1863,1285,1943,4001,2646,1538
FGF11,28,13,1027,744,71,97,241,25,140,182,93,226
CHRNB1,18,24,1749,937,773,385,679,99,894,975,897,319
TNK1,82,61,2012,900,2159,833,1420,51,2026,3487,1635,3604
PLSCR3,67,46,1079,583,717,855,1374,779,1575,1898,1750,1436
NLGN2,39,23,3272,1927,356,332,519,196,411,1519,481,1419
SPEM1,0,0,9,0,4,1,6,10,0,15,6,37
SPEM2,0,0,2382,1103,1,0,6,0,0,0,0,3
TMEM102,27,20,2722,1327,814,299,611,183,651,918,597,935
TMEM256,46,114,321,147,1350,847,1188,2854,2448,2995,1589,2123
SPEM3,5,0,41,30,7,10,4,0,0,10,0,2
SLC35G6,14,19,1728,938,109,104,21,30,39,34,61,19
ZBTB4,495,276,3482,1845,9024,7632,5972,6662,7179,22437,12873,3401
TNFSF12,38,32,570,280,809,635,795,1086,971,1556,1381,458
TNFSF13,54,86,551,295,367,738,765,1017,1182,1384,782,465
POLR2A,675,499,6744,4039,6960,3471,3532,2830,3108,2921,4224,2673
SENP3,113,162,1658,895,1933,1487,1663,1402,2525,1239,2144,1937
MPDU1,141,238,685,410,3517,2027,3370,2139,4519,6655,2795,3603
SOX15,7,5,792,488,34,33,10,3,67,113,33,291
FXR2,169,132,2317,1394,1782,1238,1860,2008,2615,4583,2502,2005
SHBG,3,4,1795,1026,43,19,29,94,118,140,142,38
SAT2,43,25,325,214,365,260,380,3815,907,3300,1852,370
EIF4A1,1539,3930,1043,602,28042,24572,29256,29516,52256,29675,31154,55670
CD68,33,26,1345,769,246,1467,2163,5370,3009,706,830,992
EFNB3,0,12,1505,799,15,23,33,7,34,76,62,83
TP53,178,174,1212,665,6204,3331,4106,1664,5405,7397,3065,3215
WRAP53,78,94,2187,1101,1268,687,1289,764,1637,3515,1376,1282
TMEM88,4,11,523,288,27,188,382,265,344,413,281,137
DNAH2,80,9,7823,4645,27,79,33,172,53,102,71,316
KDM6B,106,59,6429,3033,2813,2255,2086,1170,1739,3655,2098,1913
RNF227,126,54,12,25,303,142,295,60,615,453,492,3752
GUCY2D,0,0,2858,1362,0,18,22,43,21,16,37,26
ALOX15B,16,51,1666,848,57,113,271,228,268,393,167,956
ALOX12B,130,21,1940,971,49,0,0,0,0,0,0,5163
CNTROB,121,144,2172,1256,1877,907,952,1028,1242,2001,1707,509
KCNAB3,7,0,1594,906,10,29,60,0,21,38,26,76
TRAPPC1,79,131,519,271,1407,952,1611,2230,2300,2762,1222,1519
TRNAL-UAG,3,4,0,1,0,0,0,0,0,0,0,0
TRNAS-CGA,1,0,3,2,0,0,0,0,0,0,2,0
TRNAT-AGU,4,2,7,3,0,0,1,1,0,2,0,0
NAA38,35,66,333,247,835,451,1131,1888,1675,4028,1442,1448
CYB5D1,56,37,1544,973,822,411,214,195,205,1378,414,138
CHD3,1239,1472,6033,3383,10060,15799,14031,19980,13007,20601,18391,7606
MIR8867,3,3,7,9,17,15,12,8,17,9,26,16
MIR8867,1,1,1,1,1,1,1,1,1,1,1,1
ALOXE3,96,40,2537,1156,318,60,36,0,64,309,132,4378
VAMP2,21,10,258,161,1033,771,459,565,417,1193,489,434
PER1,430,322,3067,1666,15429,9309,5180,3194,4261,21561,9904,1792
BORCS6,39,34,1431,712,814,280,683,500,786,1840,782,919
TRNAI-AAU,2,0,1,0,1,0,0,0,0,1,0,0
AURKB,52,121,1009,574,2148,768,1203,363,2297,3051,1411,645
TRNAW-CCA,1,1,0,0,3,2,1,0,4,2,1,1
TRNAG-UCC,1,1,0,1,7,1,1,0,0,0,2,0
TRNAD-GUC,1,3,0,1,6,5,1,1,1,2,5,1
TRNAP-CGG,1,1,0,1,12,4,2,3,3,3,13,1
SLC25A35,7,12,885,509,190,219,300,123,557,392,247,249
RANGRF,19,32,643,264,739,327,629,255,590,895,409,564
ARHGEF15,158,81,2226,1110,62,1317,973,1277,1337,2071,2557,525
PFAS,386,420,4075,2132,6942,3352,3042,3539,3979,3651,3986,2857
CTC1,170,261,3632,1891,3819,2065,1939,1524,2340,8310,3251,1668
KRBA2,179,254,3048,1717,1945,865,913,644,1022,1176,1005,409
RNF222,36,15,1451,634,22,24,0,0,44,0,5,1089
RPL26,1481,4717,135,93,88021,39904,44612,58157,148420,109893,108711,70519
PIK3R6,36,11,2250,1126,234,517,202,276,445,680,959,179
PIK3R5,105,23,2795,1493,260,1316,1291,479,697,1858,1083,1720
NDEL1,195,167,1544,917,2024,1904,1939,2062,2487,2694,2697,5105
MYH10,820,731,7126,4194,255,3952,2896,2907,4891,3576,6796,1728
NTN1,129,31,2881,1463,1229,1080,873,1724,693,84,1416,347
RCVRN,2,0,603,276,0,0,0,0,0,0,0,0
USP43,19,99,4554,2302,2998,747,1434,75,985,1178,606,358
STX8,99,100,692,481,2316,1444,2262,4483,2860,6423,2965,2476
MYH1,18,0,5003,2911,23,0,25,5,7191,5,0,0
MYH2,27,41,4815,2979,34,15,140,7,25086,12,0,0
MYH3,0,0,5954,3282,13,33,0,0,3475,8,0,0
MYH13,0,0,5977,3340,45,0,0,0,140,17,0,15
MYH8,0,0,4573,2655,1201,0,6,17,6957,0,0,11
MYH4,0,0,6021,3642,8,0,1,0,265,0,0,0
SCO1,169,181,766,502,1874,1332,2027,2359,4098,4041,2324,2873
GAS7,1164,381,1159,662,3591,5764,3525,12069,8329,8289,4546,6661
TMEM238L,0,0,11,13,0,0,0,0,0,0,0,75
PIRT,0,0,663,354,0,0,0,0,0,0,35,3
TMEM220,42,159,564,340,561,670,621,1733,3006,697,1132,919
ADPRM,36,67,1543,850,576,292,459,178,893,387,677,697
ZNF18,103,206,1811,1122,1413,1496,1348,1257,1936,2202,2003,1306
SHISA6,2,0,1267,726,0,0,0,0,0,0,0,2
DNAH9,6,5,13929,8546,0,9,0,0,26,17,27,24
MAP2K4,241,409,1776,1137,1975,2475,2478,1277,3861,3163,2225,2835
MYOCD,20,2,4323,2407,0,140,61,59,83,180,138,109
HS3ST3A1,4,4,819,399,3,12,8,6,14,8,6,31
ARHGAP44,52,31,2668,1314,1387,438,764,165,336,1083,765,266
ELAC2,83,106,2194,1043,1211,768,875,1130,1231,942,770,1682
COX10,44,33,2089,1276,283,405,402,731,374,60,241,301
CDRT4,4,0,1073,585,0,0,4,0,0,0,7,0
PMP22,611,326,765,405,1487,4511,2982,10550,8159,18657,14559,5810
CDRT1,24,16,4184,2475,41,83,65,118,149,483,141,212
TVP23B,149,317,997,675,2031,2572,2151,1373,6600,1695,3335,2899
TRIM16,173,67,1557,923,800,1560,795,1987,1359,1705,1719,1241
ZNF286A,21,110,1781,1367,237,308,135,53,364,181,279,153
ZNF624,86,138,4190,2721,487,478,302,154,493,399,443,146
ZNF287,140,119,3766,2577,435,430,296,203,602,436,629,335
TRPV2,216,261,2432,1258,3590,2524,3092,3558,6052,5600,5743,3160
LRRC75A,115,63,1402,744,413,858,1894,560,1963,6180,1625,1291
CENPV,32,14,805,385,89,262,299,667,499,880,414,383
UBB,2498,3817,35,36,42206,31660,39701,47323,94264,46930,74394,79905
PIGL,50,54,822,446,541,462,485,596,735,952,803,308
SPECC1,203,200,4990,2699,490,2022,2019,1237,2083,2842,2031,2007
NCOR1,1215,978,8621,5788,8316,8214,5849,10570,5582,5965,7357,5297
TTC19,212,204,1238,759,2554,1807,2026,1633,3580,3963,2415,1796
ZSWIM7,72,87,752,459,939,943,804,469,1278,2221,1271,709
ADORA2B,65,37,1613,903,258,533,222,304,964,635,1036,757
AKAP10,282,330,3046,2019,1172,1237,1071,946,1230,1378,1431,1007
ULK2,570,710,3956,2412,3929,5372,3480,4691,4393,8249,4820,3240
RNF112,0,0,2566,1423,0,0,6,0,0,0,8,23
SLC47A1,0,0,1520,1130,5,60,0,0,72,70,0,9
MFAP4,216,158,642,387,376,11419,2280,3066,4440,11336,6755,9323
MAPK7,63,60,2597,1274,1308,345,558,404,799,985,903,646
B9D1,38,77,1155,565,2167,602,1191,1625,1813,3708,1674,961
SLC47A2,43,32,1883,933,687,154,155,114,117,347,235,286
ALDH3A2,862,819,3316,2236,10578,4558,4704,3695,6021,6491,7033,11076
EPN2,311,146,2305,1231,1860,1676,1057,3918,1179,795,2197,1384
PRPSAP2,47,72,1368,790,1090,960,660,612,1694,398,1442,669
SLC5A10,9,0,1797,991,27,19,11,132,50,49,73,162
FAM83G,293,85,3986,1828,476,546,414,637,489,1544,954,5253
SHMT1,195,265,1246,700,1214,1954,1442,5584,2113,729,2066,1979
MIR8872,0,0,1,0,1,1,1,1,0,0,1,1
MIR8872,1,1,1,0,10,16,5,5,0,0,35,6
TOP3A,182,249,3668,1889,1832,1402,1857,1711,2305,3425,2045,1829
MIEF2,70,69,1590,749,1097,737,1023,828,1173,2802,1224,944
FLII,620,649,4055,2184,6997,6043,7343,12007,8310,12637,8336,7345
LLGL1,198,152,3401,1601,2048,1504,2149,1668,2350,2484,2650,2984
DRG2,134,250,997,547,2234,1663,2004,2955,3074,4364,2985,2757
MYO15A,0,0,11267,5250,8,0,10,0,0,5,0,0
ALKBH5,532,622,1917,951,2080,1878,3326,1641,3815,7787,2410,1952
DRC3,11,29,1634,1022,394,192,164,76,305,462,255,99
GID4,101,211,761,450,1177,1192,945,1171,1623,1261,1113,1088
ATPAF2,28,64,819,448,383,472,640,781,770,675,443,573
TOM1L2,450,290,1847,1011,4700,4359,3134,3627,3863,8745,5560,4286
MIR33B,0,1,52,34,16,2,2,3,5,2,2,1
MIR33B,0,0,1,1,1,1,1,1,1,1,1,1
SREBF1,467,1286,4289,2140,24575,8911,8457,16267,12507,7001,8062,4031
RASD1,17,8,1643,828,56,157,403,4146,272,662,457,165
MED9,59,90,543,265,524,607,718,680,1546,1831,863,746
RAI1,157,173,8934,4237,4477,2229,2136,919,1610,1915,1999,881
PEMT,50,89,981,479,1119,840,871,2243,1837,1569,1264,634
NT5M,8,19,610,375,29,134,55,167,202,181,95,28
COPS3,163,226,2231,1517,1627,1468,1586,1758,4037,1622,2271,2672
PLD6,0,0,935,649,0,7,93,0,0,0,35,16
FLCN,150,220,2047,1119,1982,1097,1230,884,2489,1546,2449,1692
MPRIP,1754,2045,7643,4194,18635,14576,18387,18191,17365,16088,19362,12598
DHRS7B,121,89,979,509,1443,746,916,3186,1811,1068,1322,1166
TMEM11,72,74,998,610,1271,906,1305,2499,2150,1840,1666,1987
USP22,860,893,1406,913,4424,5564,7800,4834,7904,10217,4754,6150
TNFRSF13B,5,4,788,418,0,67,22,0,17,24,60,11
NATD1,171,225,56,52,722,1518,1760,9327,1564,0,2639,1259
KCNJ12,9,5,1792,1126,21,44,35,21,40,25,60,41
MAP2K3,180,87,1273,611,1620,1869,3125,3187,3539,8996,2250,6772
IL23R,11,6,3498,2107,17,61,12,0,10,41,51,67
IL12RB2,35,10,3011,1975,47,142,64,66,72,213,102,145
SERBP1,1254,2266,777,514,13891,11655,12973,13206,28648,12457,18256,18843
SLC35D1,151,92,907,569,721,1275,944,575,1376,863,1148,737
DYNLT5,0,0,908,738,7,14,37,37,17,10,10,23
MIER1,293,228,3851,2150,1154,1804,994,618,1527,270,2129,924
DNAI4,19,22,3569,2564,221,285,259,436,614,386,381,274
SGIP1,117,43,3940,2350,43,780,210,123,350,346,475,190
LEPR,74,61,5820,3446,4691,598,320,17,232,151,499,222
LEPROT,319,359,277,298,3031,3966,3571,2935,6227,4909,4443,3481
PDE4B,160,232,2812,1802,2583,4623,4342,896,3551,2183,3863,1440
DNAJC6,33,40,4080,2336,35,170,109,111,234,64,168,150
AK4,1336,1865,1524,866,1138,5387,3618,1837,4544,4835,3412,5559
MIR101-1,2,1,14,12,1,1,0,1,0,0,0,0
MIR101-1,1,0,1,1,1,1,0,1,0,0,0,0
RAVER2,133,80,2717,1814,329,443,701,624,844,1030,465,258
JAK1,1911,1849,3998,2487,11175,17467,11600,20321,16502,7093,23734,12037
CACHD1,498,336,4447,2566,8375,1324,1593,4092,3600,1536,2317,837
UBE2U,0,13,1042,832,159,81,89,0,146,134,47,38
EFCAB7,49,43,3220,1917,549,327,354,134,1136,707,746,204
ITGB3BP,67,88,347,284,578,500,713,263,2053,707,678,275
FOXD3,2,0,1249,630,0,1,0,0,3,0,3,9
ALG6,96,180,1568,1082,643,1260,900,168,2415,462,793,520
ROR1,128,55,3529,2101,713,521,222,302,475,35,358,328
PGM1,401,262,2612,1559,4703,2864,3433,9169,5481,3582,4860,3047
ATG4C,129,158,2670,1682,470,805,546,719,1532,103,419,462
L1TD1,7,0,5115,2450,8,20,16,44,44,31,13,20
KANK4,217,640,3289,1931,1070,1991,839,3996,2392,2314,833,198
DOCK7,556,742,9690,6531,7237,3704,3938,3094,4169,1809,3421,1551
USP1,314,542,3880,2359,1597,2091,1920,917,4633,1821,2468,1795
ANGPTL3,13,12,3794,2381,19,0,0,0,0,0,0,0
PATJ,427,1425,8792,5400,7091,5027,3680,1539,4334,3293,3833,2465
TM2D1,148,162,734,402,1002,1678,1609,1066,3604,1136,2247,1782
CYP2J2,301,113,1963,1218,512,514,424,72,1571,522,681,2712
NFIA,1596,819,1690,982,2575,2707,2988,10846,3346,7956,3389,1081
HOOK1,158,244,3976,2339,487,901,717,114,899,532,650,1288
JUN,186,118,2480,1193,14728,2751,7337,8568,8982,30651,33559,4732
FGGY,84,104,1729,1220,892,527,344,1145,1021,1292,983,593
TACSTD2,173,188,54,55,8763,4280,13153,14,6846,15524,3057,11944
MYSM1,589,934,3401,2376,2930,3861,1983,681,3202,1464,2932,1608
OMA1,69,108,3008,1877,696,447,529,530,1299,370,880,812
C8A,0,0,2622,1448,28,0,0,0,0,0,0,0
FYB2,6,20,2741,1662,77,42,18,19,16,0,15,0
PRKAA2,100,372,2370,1370,442,851,564,75,1120,381,369,189
DAB1,0,0,1889,1194,4,13,21,0,8,32,8,42
PLPP3,1999,644,1039,585,1498,6253,4117,8478,9077,9439,15686,3242
PCSK9,0,0,209,121,0,0,0,0,0,0,0,0
BSND,39,6,1516,759,9,20,14,1356,23,40,84,22
TMEM61,119,20,997,446,140,72,135,13753,166,408,381,140
USP24,1325,1923,11463,6773,7850,11683,6295,12641,5689,6508,6700,4191
DHCR24,807,306,1899,1006,2037,3957,4181,2035,3530,2973,4620,13549
TTC22,31,6,1184,568,156,58,14,0,72,56,10,1015
PARS2,128,149,22,30,862,644,694,600,877,650,620,744
TTC4,170,260,1924,1052,2080,1548,2008,1890,2914,4225,2534,2091
ACOT11,12,0,1461,750,0,17,19,0,18,0,25,11
FAM151A,5,0,1750,789,0,11,6,20,24,0,30,11
CYB5RL,55,95,785,422,1657,646,834,1088,1003,1065,993,639
MRPL37,151,186,1810,1019,2281,1239,1857,3451,2362,3621,3252,1970
SSBP3,178,140,1188,607,2298,2009,2543,1956,3262,4729,3347,1694
TCEANC2,42,53,711,391,721,589,682,572,1030,642,1103,779
TMEM59,634,1046,1717,1026,8789,10008,10419,9539,25738,5671,21108,13002
DIO1,46,0,13,10,77,25,7,0,8,5,22,30
LRRC42,67,81,1695,1064,1386,912,1311,923,3402,2631,3721,1275
HSPB11,29,44,868,537,240,228,306,332,1022,909,595,308
YIPF1,133,131,1425,785,1262,1282,1545,1950,3044,3811,2332,2984
NDC1,173,213,3820,2293,1577,1197,1799,598,2368,3014,1106,1049
MAGOH,71,81,0,0,1439,999,1400,736,4348,2527,2286,2544
GLIS1,0,6,3332,1523,3,92,20,415,22,231,31,27
LRP8,63,370,3582,1744,1345,2129,1842,65,3163,1899,1123,604
CZIB,286,327,1039,661,3614,2650,3047,4141,5647,4783,3976,3873
CPT2,165,176,3059,1614,1423,1150,1285,1972,2918,2483,1552,2284
PODN,598,127,2979,1523,553,6097,2140,14148,8553,12132,8136,3693
SLC1A7,21,7,2151,1069,4,56,37,212,192,299,23,58
SCP2,844,506,2547,1783,5144,5236,4851,13461,12694,2856,10694,10600
ZYG11A,51,26,3789,2289,90,76,11,29,22,0,66,12
ECHDC2,182,103,61,44,2454,1638,1220,5760,2457,2929,1495,1270
SAMD11,114,121,3686,1649,704,2266,1869,1363,1739,4731,1810,1110
NOC2L,199,398,1752,1004,6011,3225,3762,4869,5300,7899,4358,3762
KLHL17,83,70,2396,1199,1295,1089,1057,471,1616,4142,1454,751
PLEKHN1,158,38,1974,968,1769,971,1586,139,1810,5435,1048,4949
PERM1,15,0,2939,1578,88,36,64,0,170,451,54,245
ISG15,12,5,518,275,396,1044,4160,327,2139,4351,668,362
HES4,109,44,1189,621,6238,694,912,35,1044,2496,1625,925
RNF223,11,5,1125,593,348,90,205,14,294,757,184,370
C5H1orf159,38,76,733,394,1380,770,1106,595,1268,2490,1200,646
MIR200B,0,1,65,21,0,0,0,0,0,0,0,0
MIR200B,0,1,1,1,0,0,0,0,0,0,0,0
MIR429,0,1,75,38,0,0,0,1,2,1,1,1
MIR429,0,1,1,1,0,0,0,1,1,0,1,1
TTLL10,16,52,1828,948,196,131,164,6,166,266,153,77
MIR200A,1,0,39,34,0,0,0,0,1,0,0,0
MIR200A,1,0,1,1,0,0,0,0,0,0,0,0
TNFRSF18,39,26,357,209,274,266,360,843,652,2074,666,976
AGRN,468,1065,7084,3697,12557,5104,11228,695,9310,22319,9413,3354
SDF4,319,421,1294,769,4369,5345,6008,6874,10056,6401,10326,6886
B3GALT6,145,264,466,239,1383,1569,1858,667,3272,4624,1770,2176
SCNN1D,8,17,2041,979,22,25,22,38,20,61,13,143
UBE2J2,114,105,614,357,1633,1230,1536,1344,2409,3894,2126,2242
C1QTNF12,21,0,1375,689,379,123,208,0,422,2388,465,580
ACAP3,199,136,2421,1255,1140,1223,1300,914,2030,3654,1746,1501
TAS1R3,4,7,4446,2011,10,12,0,0,0,16,7,0
PUSL1,14,19,1166,425,132,85,127,152,254,228,111,129
INTS11,149,242,2129,1105,3419,1694,2017,2412,2984,5022,2219,1893
CPTP,46,60,627,257,1001,739,1228,673,1203,2735,1109,1787
DVL1,178,114,3693,1616,2543,1728,2452,2063,2599,4152,2819,2455
AURKAIP1,67,103,1016,506,1822,764,2086,2464,2304,5127,1895,1545
MXRA8,249,145,2030,981,1227,1816,3247,4433,3905,11541,4856,1495
ANKRD65,2,2,569,331,7,8,0,0,11,7,4,4
MRPL20,118,292,360,185,2584,1858,3072,3679,6604,3675,3317,3979
CCNL2,331,418,1523,881,4257,3419,2707,1448,5646,5074,4975,3324
VWA1,91,158,2502,997,1290,1974,4324,845,5482,6794,3262,1588
TMEM240,7,4,871,439,73,43,50,95,67,211,158,44
ATAD3A,154,497,1649,840,2767,1959,2310,2281,2594,3080,1883,2258
FNDC10,62,45,681,365,920,334,1072,494,1147,3045,547,986
SSU72,206,248,815,472,2908,2525,3518,4022,4612,8224,3844,3846
MIB2,163,176,4056,2037,3796,1563,1630,1068,1858,2909,2468,1052
MMP23,168,75,1569,939,62,611,405,1046,1917,1492,856,931
NADK,1200,1205,1291,740,6980,10591,8037,46098,10383,9528,10033,8859
CALML6,13,9,497,299,65,333,176,1247,459,1208,2235,251
TMEM52,63,11,727,361,326,213,100,4007,252,268,819,51
CFAP74,0,0,3090,1706,45,37,18,0,16,37,42,0
GNB1,667,797,930,677,6767,7346,8122,10072,10781,4115,11314,8588
FAAP20,30,15,629,260,853,364,1085,1402,802,6282,1095,1143
PRKCZ,75,267,2158,1208,1386,3041,1892,31,2795,6496,4118,1838
SKI,672,509,3206,1503,8953,5277,4819,2945,5108,9512,6016,3400
MMEL1,0,0,2919,1383,68,120,112,0,58,722,39,0
MIR8866,0,1,1,2,0,0,0,0,0,0,0,0
MIR8866,0,0,0,1,0,0,0,0,0,0,0,0
TNFRSF14,36,67,782,335,1430,1175,1431,1530,1768,640,1346,532
MORN1,11,11,1530,879,220,101,89,35,100,113,122,80
RER1,220,356,905,454,3673,3261,3551,2857,7986,4928,5395,4527
PEX10,93,175,727,352,1067,967,1300,1647,1957,3353,1364,1431
TTC34,76,76,2010,910,2017,919,1140,225,1152,1996,1246,314
ARHGEF16,28,83,2869,1378,2904,678,872,29,783,955,1210,253
PRDM16,23,5,5774,3125,10,194,59,265,116,71,72,45
MIR551A,0,0,23,14,0,0,0,0,0,0,0,0
MIR551A,0,0,1,1,0,0,0,0,0,0,0,0
MEGF6,728,92,5780,2751,461,516,578,319,1013,971,830,2224
TPRG1L,302,396,437,232,6399,4590,5364,8809,7760,9879,6982,4942
WRAP73,56,34,1752,949,954,553,600,483,844,1441,895,466
TP73,30,20,2726,1297,474,280,384,9,372,773,328,348
SMIM1,92,69,239,125,1727,584,1212,1355,1585,2683,605,452
LRRC47,290,283,2525,1345,3921,2470,3268,4012,3920,6615,3148,3087
DFFB,38,63,1378,764,897,544,581,250,1140,507,980,512
C5H1orf174,32,93,1097,469,1010,787,1284,835,1845,1387,1356,1043
CEP104,242,213,3240,1799,3105,1658,1851,2499,2077,1932,3074,1141
AJAP1,0,0,2598,1185,0,0,0,0,0,13,9,13
NPHP4,106,128,3850,2123,1399,602,712,470,996,643,675,464
CHD5,16,0,5752,2994,21,46,9,0,0,15,0,38
KCNAB2,46,11,1146,614,454,403,527,405,412,614,311,563
RPL22,691,1981,70,33,26101,14437,19597,25237,52779,52469,42759,30610
HES3,0,0,352,130,0,0,0,0,0,0,0,0
RNF207,17,13,2193,1120,69,94,29,99,120,180,185,11
ICMT,270,353,564,421,1895,2032,2596,1175,3987,2171,2400,3431
GPR153,55,47,1176,681,164,402,1159,123,564,926,153,1175
HES2,113,12,387,190,272,74,10,0,46,325,87,2628
ESPN,0,0,2316,1113,21,14,35,0,34,96,70,55
